0001||10001
0002||10002
0103||10103
0104||10104
0111||10111
0112||10112
0215||10215
0216||10216
1007||11007
1008||11008
1009||11009
1010||11010
1011||11011
1012||11012
1013||11013
1014||11014
1015||11015
1016||11016
1017||11017
1018||11018
1019||11019
1020||11020
1023||11023
1024||11024
1025||11025
1026||11026
1027||11027
1028||11028
1029||11029
1030||11030
1031||11031
1032||11032
1033||11033
1034||11034
1035||11035
1036||11036
1037||11037
1038||11038
1039||11039
1040||11040
1041||11041
1042||11042
1043||11043
1044||11044
1045||11045
1047||11047
1048||11048
1049||11049
1050||11050
1055||11055
1056||11056
1057||11057
1058||11058
1059||11059
1060||11060
1061||11061
1062||11062
1063||11063
1064||11064
1065||11065
1066||11066
BUG:1067A
1067||11067
1068A||21068
1068||11068
1069||11069
1070||11070
1071||11071
1072||11072
1077||11077
1078||11078
1087||11087
1088||11088
1089||11089
1090||11090
1091||11091
1092||11092
1093||11093
1094||11094
1095||11095
1096||11096
1097||11097
1098||11098
10D||52544
BUG:1101
1102||11102
BUG:1103
1104||11104
1105||11105
1106||11106
1107A||21107
1107||11107
1108A||21108
1108||11108
1109||11109
1110||11110
1123||11123
1124||11124
1125||11125
1126||11126
1265||11265
1266||11266
1271||11271
1272||11272
1401||11401
1402||11402
BUG:1405
BUG:1406
1423||11423
1424||11424
1447||11447
1448||11448
1449||11449
1450||11450
1451||11451
1452||11452
1453||11453
1454||11454
1463||11463
1464||11464
1465||11465
1466||11466
1471||11471
1472||11472
1D||52541
BUG:1JP
1KS||52457
BUG:1PBJ
BUG:1PB
2001A||22001
2001||12001
2002A||22002
2002||12002
2003||12003
2004||12004
2005||12005
2006||12006
2007||12007
2008||12008
2009||12009
2010||12010
2011||12011
2012||12012
2013||12013
2014||12014
2015||12015
2016||12016
2017||12017
2018||12018
2019||12019
2020||12020
2021||12021
2022||12022
2023||12023
2024||12024
2027||12027
2028||12028
2029||12029
2030||12030
2031||12031
2032||12032
2033||12033
2034||12034
2051||12051
2052||12052
2053||12053
2054||12054
2055||12055
2056||12056
2057||12057
2058||12058
2059||12059
2060||12060
2061||12061
2062||12062
2067||12067
2068||12068
2069||12069
2070||12070
2071||12071
2072||12072
2073||12073
2074||12074
2075||12075
2076||12076
2077||12077
2078||12078
2079||12079
2080||12080
2083||12083
2084||12084
2101||12101
2102||12102
2103||12103
2104||12104
2105||12105
2106||12106
2107||12107
2108||12108
2109||12109
2110||12110
2111||12111
2112||12112
2113||12113
2114||12114
2115||12115
2116||12116
2117||12117
2118||12118
2119||12119
2120||12120
2121||12121
2122||12122
2123||12123
2124||12124
2125||12125
2126||12126
2127||12127
2128||12128
2129||12129
2130||12130
2131||12131
2132||12132
2133||12133
BUG:2134
2135||12135
2136||12136
2137||12137
2138||12138
2139||12139
2140||12140
2141||12141
2142||12142
2145||12145
2146||12146
2147||12147
2148||12148
2149||12149
2150||12150
2151||12151
2152||12152
2153||12153
2154||12154
2155||12155
2156||12156
2157||12157
2158||12158
2159||12159
2160||12160
2161||12161
2162||12162
2163||12163
2164||12164
2165||12165
2166||12166
2167||12167
2168||12168
2169||12169
2170||12170
2173||12173
2174||12174
2175||12175
2176||12176
2177||12177
2178||12178
2179||12179
2180||12180
2181||12181
2182||12182
2183||12183
2184||12184
2185||12185
2186||12186
2187||12187
2188||12188
2189||12189
2190||12190
2191||12191
2192||12192
2193||12193
2194||12194
2195||12195
2196||12196
2197||12197
2198||12198
2201||12201
2202||12202
2203||12203
2204||12204
2205||12205
2206||12206
2207||12207
2208||12208
2209||12209
2210||12210
2211||12211
2212||12212
2213||2213
2214||2214
2215||12215
2216||12216
2217||12217
2218||12218
2225||12225
2226||12226
2229||12229
2230||12230
2231||12231
2232||12232
2233||12233
2234||12234
2235||12235
2236||12236
2237||12237
2238||12238
2245||12245
2246||12246
2247||12247
2248||12248
2249||12249
2250||12250
2251||12251
2252||12252
2253||12253
2254||12254
2255||12255
2256||12256
2257||12257
2258||12258
2259||12259
2260||12260
2261||12261
2262||12262
2263||12263
2264||12264
2265||12265
2266||12266
2267||12267
2268||12268
2269||12269
2270||12270
2271||12271
2272||12272
2273||12273
2274||12274
2275||12275
2276||12276
2277||12277
2278||12278
2279||12279
2280||12280
2281||12281
2282||12282
2283||12283
2284||12284
2285||12285
2286||12286
2287||12287
2288||12288
2289||12289
2290||12290
2291||12291
2292||12292
2295||12295
2296||12296
2301||12301
2302||12302
2303||12303
2304||12304
2305||12305
2306||12306
2307||12307
2308||12308
2309||12309
2310||12310
2311||12311
2312||12312
2313||12313
2314||12314
2315||12315
2316||12316
2317||12317
2318||12318
2321||12321
2322||12322
2323||12323
2324||12324
2327||12327
2328||12328
2329||12329
2330||12330
2331||12331
2332||12332
2333||12333
2334||12334
2335||12335
2336||12336
2337||12337
2338||12338
2339||12339
2340||12340
2341||12341
2342||12342
2343||12343
2344||12344
2345||12345
2346||12346
2347||12347
2348||12348
2349||12349
2350||12350
2351||12351
2352||12352
BUG:2353
2354||12354
2355||12355
2356||12356
2358||12358
2359||12359
2360||12360
2361||12361
2362||12362
2363||12363
2364||12364
2365||12365
2366||12366
2367||12367
2368||12368
2369||12369
2370||12370
2377||12377
2378||12378
2379||12379
2380||12380
2381||12381
2382||12382
BUG:2387
BUG:2388
2389||12389
2390||12390
2391||12391
2392||12392
2393||12393
2394||12394
2395||12395
2396||12396
2397||12397
2398||12398
2401||12401
2402||12402
2403||12403
2404||12404
2405||12405
2406||12406
2409||12409
2410||12410
2411||12411
2412||12412
2413||12413
2414||12414
2415||12415
2416||12416
2417||12417
2418||12418
2419||12419
241||52451
2420||12420
BUG:2421
2422||12422
2423A||22423
2423||12423
2424||12424
2425||12425
2426||12426
2427||12427
2428||12428
2429||12429
242||52452
2430||12430
2431||12431
2432||12432
2433||12433
2434||12434
2435||12435
2436||12436
2437||12437
2438||12438
2439||12439
2440||12440
2441||12441
2442||12442
BUG:2443
2444||12444
2445||12445
2446||12446
2447A||22447
2447||12447
BUG:2448A
2448||12448
2449||12449
2450||12450
2451||12451
2452||12452
2453||12453
2454||12454
2459||12459
2460||12460
2461||12461
2462||12462
2463||12463
2464||12464
2465||12465
2466||12466
2467||12467
2468||12468
2469||12469
2470||12470
2471||12471
2472||12472
2473||12473
2474||12474
2475||12475
2476||12476
2477||12477
2478||12478
2479||12479
2480||12480
2481||12481
2482||12482
2483||12483
2484||12484
2485||12485
2486||12486
2487||12487
2488||12488
2491||12491
2492||12492
2493||12493
2494||12494
2495||12495
2496||12496
2497||12497
2498||12498
2501||12501
2502||12502
2505||12505
2506||12506
2507||12507
2508||12508
2509||12509
2510||12510
2511||12511
2512||12512
2513||12513
2514||12514
2515||12515
2516||12516
2517||12517
2518||12518
251||52453
2521||12521
2522||12522
2523||12523
2524||12524
2525||12525
2526||12526
2527||12527
2528||12528
252||52454
2531||12531
2532||12532
2533||12533
2534||12534
2535||12535
2536||12536
2537||12537
2538||12538
2539||12539
2541||12541
2542||12542
2549||12549
2550||12550
2551||12551
2552||12552
2553||12553
2554||12554
2555||12555
2556||12556
2557||12557
2558||12558
2559||12559
255||52455
2560||12560
2561||12561
2562||12562
2565||12565
2566||12566
2569||12569
256||52456
2570||12570
2577||12577
2578||12578
2587||12587
2588||12588
2589||12589
2590||12590
2591||12591
2592||12592
2601||12601
2602||12602
2603||12603
2604||12604
2605||12605
2606||12606
2607||12607
2608||12608
2609||12609
260||59460
2610||12610
2611||12611
2612||12612
2613||12613
2614||12614
2615||12615
2616||12616
2617||12617
2618||12618
2619||12619
2620||12620
2621||12621
2622||12622
2623||12623
2624||12624
2625||12625
2626||12626
2627||12627
2628||12628
2629||12629
2630||12630
2631||12631
2632||12632
2633||12633
2634||12634
2635||12635
2636||12636
2637||12637
2638||12638
2639||12639
2640||12640
2641||12641
2642||12642
2643||12643
2644||12644
2645||12645
2646||12646
2647||12647
2648||12648
2649||12649
2650||12650
2651||12651
2652||12652
2653||12653
2655||12655
2656||12656
2657||12657
2658||12658
2659||12659
2660||12660
2661||12661
2662||12662
2663||12663
2664||12664
2665||12665
2666||12666
2667||12667
2668||12668
2669||12669
2670||12670
2671||12671
2672||12672
2673||12673
2674||12674
2675||12675
2676||12676
2677||12677
2678||12678
2679||12679
2680||12680
2681||12681
2682||12682
2683||12683
2684||12684
2685||12685
2686||12686
2687||12687
2688A||22688
2688||12688
2689||12689
2690||12690
2691||12691
2692||12692
2693||12693
2694||12694
2695||12695
2696||12696
2697||12697
2698||12698
2701||12701
2702||12702
2703||12703
2704||12704
2705||12705
2706||12706
2707||12707
2708||12708
2709||12709
2710||12710
2711||12711
2712||12712
2713||12713
2714||12714
2715||12715
2716||12716
2717||12717
2718||12718
2721||12721
2722||12722
2723||12723
2724||12724
2725||12725
2726||12726
2727||12727
2728||12728
2729||12729
2730||12730
2733||12733
2734||12734
2735||12735
2736||12736
2737||12737
2738||12738
2739||12739
2740||12740
2741||12741
2742||12742
2743||12743
2744||12744
2745||12745
2746||12746
2747||12747
2748||12748
2749||12749
2750||12750
2759||12759
2760||12760
2763||12763
2764||12764
2777||12777
2778||12778
2779||12779
2780||12780
2781||12781
2782||12782
2785||12785
2786||12786
2787||12787
2788||12788
2789||12789
2790||12790
2791||12791
2792||12792
